Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32,count_matches,count_diff,count
4,other vegetables,cream cheese,coffee,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,chicken,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
11,sausage,meat,grapes,other vegetables,yogurt,soft cheese,domestic eggs,rolls/buns,margarine,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,True,0,11
3,frozen meals,pet care,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,canned fruit,meat spreads,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,butter,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,yogurt,pastry,semi-finished bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,citrus fruit,whole milk,soft cheese,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,meat,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,root vegetables,butter,frozen vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,frankfurter,sausage,whole milk,butter,dessert,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
12,tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,frozen meals,white bread,instant coffee,soda,female sanitary products,newspapers,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,True,0,12
3,yogurt,sugar,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,root vegetables,other vegetables,white bread,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,yogurt,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,citrus fruit,pip fruit,grapes,berries,soft cheese,rolls/buns,oil,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
10,beef,root vegetables,whole milk,butter milk,yogurt,beverages,cream cheese,sweet spreads,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,True,0,10
12,citrus fruit,onions,other vegetables,whole milk,cream cheese,domestic eggs,sugar,bottled water,bottled beer,long life bakery product,seasonal products,napkins,,,,,,,,,,,,,,,,,,,,,True,0,12
2,dessert,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,curd,jam,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,sausage,domestic eggs,coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
1,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
4,dog food,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
11,packaged fruit/vegetables,whole milk,pastry,bottled water,soda,misc. beverages,chewing gum,specialty bar,hygiene articles,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,True,0,11
4,frankfurter,pork,specialty fat,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,finished products,beef,tropical fruit,spread cheese,rolls/buns,waffles,chocolate,specialty chocolate,hair spray,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,herbs,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,sausage,other vegetables,sliced cheese,rolls/buns,coffee,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,whole milk,sugar,pudding powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,sausage,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,whole milk,bottled water,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
9,root vegetables,whole milk,brown bread,brandy,detergent,dish cleaner,female sanitary products,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
2,cream cheese,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,other vegetables,misc. beverages,long life bakery product,chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,frozen fruits,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,pork,beef,other vegetables,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,grapes,butter,domestic eggs,salt,sugar,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
15,sausage,ham,citrus fruit,grapes,berries,butter milk,frozen meals,domestic eggs,cat food,coffee,bottled water,soda,fruit/vegetable juice,waffles,hygiene articles,,,,,,,,,,,,,,,,,,True,0,15
4,meat,hamburger meat,spices,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
1,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
4,pork,uht-milk,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,whole milk,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,pip fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,root vegetables,coffee,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,ham,whole milk,curd,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,ice cream,soda,bottled beer,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,sausage,whole milk,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,oil,female sanitary products,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
15,tropical fruit,pip fruit,grapes,ice cream,frozen potato products,rolls/buns,pastry,soda,misc. beverages,salty snack,long life bakery product,chewing gum,specialty bar,napkins,photo/film,,,,,,,,,,,,,,,,,,True,0,15
3,meat,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
10,grapes,root vegetables,whole milk,butter,whipped/sour cream,condensed milk,roll products,oil,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,True,0,10
9,liver loaf,tropical fruit,pip fruit,grapes,whole milk,curd,whipped/sour cream,frozen vegetables,baking powder,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
6,beef,root vegetables,other vegetables,soda,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
11,root vegetables,whole milk,butter,domestic eggs,flour,oil,sugar,baking powder,white wine,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,True,0,11
4,pork,brown bread,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,butter milk,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,brown bread,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,herbs,curd,roll products,vinegar,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
1,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
5,pastry,sugar,bottled beer,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,beverages,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
1,uht-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
7,cream cheese,pasta,jam,sweet spreads,coffee,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,rolls/buns,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,sausage,whole milk,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,hard cheese,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,citrus fruit,tropical fruit,berries,yogurt,cream cheese,brown bread,meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,yogurt,beverages,rolls/buns,fruit/vegetable juice,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,tropical fruit,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
9,citrus fruit,other vegetables,whole milk,butter,frozen vegetables,rolls/buns,brown bread,fruit/vegetable juice,cleaner,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
2,whipped/sour cream,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,citrus fruit,whole milk,butter milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
1,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
5,other vegetables,whole milk,soups,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,coffee,soda,bottled beer,liquor (appetizer),bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,ham,other vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,citrus fruit,tropical fruit,whole milk,rolls/buns,bottled water,long life bakery product,decalcifier,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,dessert,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,fish,dessert,yogurt,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,meat,other vegetables,rolls/buns,fruit/vegetable juice,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,other vegetables,oil,margarine,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,tropical fruit,other vegetables,waffles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
1,baby cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
2,citrus fruit,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
9,tropical fruit,root vegetables,whole milk,yogurt,whipped/sour cream,domestic eggs,rolls/buns,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
1,spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
7,sausage,hamburger meat,citrus fruit,root vegetables,whole milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,sausage,condensed milk,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,beef,other vegetables,margarine,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,canned beer,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,rolls/buns,soda,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,whole milk,beverages,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,root vegetables,brown bread,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,onions,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,hamburger meat,citrus fruit,tropical fruit,rolls/buns,rice,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,other vegetables,butter milk,uht-milk,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,chicken,other vegetables,whole milk,curd,uht-milk,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
6,meat,whole milk,frozen potato products,margarine,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,butter,yogurt,rolls/buns,jam,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,sausage,fish,other vegetables,brown bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,frankfurter,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
15,turkey,citrus fruit,tropical fruit,grapes,root vegetables,onions,other vegetables,rolls/buns,brown bread,pastry,pickled vegetables,jam,cat food,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,True,0,15
6,onions,butter,roll products,oil,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,whole milk,curd,ice cream,instant food products,canned fish,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,yogurt,frozen vegetables,sweet spreads,bottled water,skin care,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,whipped/sour cream,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,frozen vegetables,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,citrus fruit,whole milk,domestic eggs,canned fruit,dog food,misc. beverages,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,onions,yogurt,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,sausage,butter milk,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,other vegetables,butter,pastry,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,frankfurter,brown bread,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,domestic eggs,rolls/buns,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,rolls/buns,canned fish,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
1,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
3,condensed milk,coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,meat,onions,other vegetables,chewing gum,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,whole milk,frozen vegetables,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,liver loaf,beef,pip fruit,packaged fruit/vegetables,whole milk,pastry,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
8,frankfurter,root vegetables,rolls/buns,vinegar,sugar,mustard,cat food,napkins,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
7,chicken,whole milk,rolls/buns,flour,salt,vinegar,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,frankfurter,ham,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,pip fruit,yogurt,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,root vegetables,other vegetables,whole milk,rolls/buns,bottled water,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,pork,hamburger meat,other vegetables,whole milk,whipped/sour cream,frozen meals,baking powder,coffee,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,other vegetables,whipped/sour cream,condensed milk,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,pastry,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,sausage,pip fruit,whipped/sour cream,detergent,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,processed cheese,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
1,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
7,meat,whole milk,whipped/sour cream,oil,pickled vegetables,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
10,sausage,root vegetables,other vegetables,whole milk,dessert,canned fruit,soda,snack products,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
6,pip fruit,root vegetables,whole milk,ice cream,bottled beer,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,citrus fruit,tropical fruit,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,other vegetables,yogurt,whipped/sour cream,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,frankfurter,frozen dessert,white wine,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
10,beef,other vegetables,yogurt,beverages,rolls/buns,flour,margarine,cat food,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,True,0,10
5,hamburger meat,other vegetables,whipped/sour cream,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,yogurt,margarine,sugar,bottled water,bottled beer,red/blush wine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,tropical fruit,bottled water,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,citrus fruit,herbs,butter,domestic eggs,oil,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,whole milk,yogurt,whipped/sour cream,soft cheese,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
10,citrus fruit,tropical fruit,root vegetables,yogurt,roll products,margarine,sugar,bottled water,napkins,house keeping products,,,,,,,,,,,,,,,,,,,,,,,True,0,10
6,frankfurter,yogurt,beverages,brown bread,specialty chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,sausage,cream,cream cheese,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,herbs,oil,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,sausage,fish,uht-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,pork,other vegetables,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,curd,mustard,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
12,frankfurter,sausage,berries,whole milk,yogurt,brown bread,pastry,margarine,fruit/vegetable juice,waffles,decalcifier,napkins,,,,,,,,,,,,,,,,,,,,,True,0,12
4,frankfurter,frozen meals,semi-finished bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,curd,processed cheese,rolls/buns,pastry,pickled vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,liver loaf,organic sausage,pastry,fruit/vegetable juice,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,pork,canned fish,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,frozen vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,rolls/buns,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
13,pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,rolls/buns,flour,pasta,oil,waffles,seasonal products,female sanitary products,,,,,,,,,,,,,,,,,,,,True,0,13
3,curd,bottled water,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
13,beef,citrus fruit,root vegetables,butter,yogurt,whipped/sour cream,frozen meals,pasta,oil,fruit/vegetable juice,waffles,dishes,cookware,,,,,,,,,,,,,,,,,,,,True,0,13
3,yogurt,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
10,chicken,other vegetables,whole milk,curd,ice cream,rolls/buns,sugar,soda,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,True,0,10
5,pip fruit,sweet spreads,coffee,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,coffee,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,tropical fruit,berries,yogurt,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,sauces,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,pork,onions,other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,yogurt,condensed milk,rolls/buns,pickled vegetables,bottled water,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,other vegetables,rolls/buns,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,chicken,citrus fruit,onions,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,pork,onions,rolls/buns,margarine,canned vegetables,soda,salty snack,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
10,ham,tropical fruit,pip fruit,other vegetables,whole milk,processed cheese,frozen vegetables,brown bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
3,soda,bottled beer,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,tropical fruit,soft cheese,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,tropical fruit,pip fruit,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
13,sausage,hamburger meat,tropical fruit,root vegetables,whole milk,uht-milk,domestic eggs,rolls/buns,semi-finished bread,margarine,pickled vegetables,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,True,0,13
6,turkey,tropical fruit,yogurt,uht-milk,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,meat,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,whole milk,coffee,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,dessert,uht-milk,rolls/buns,pastry,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,sausage,other vegetables,sliced cheese,mustard,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,pork,onions,other vegetables,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,hamburger meat,other vegetables,hard cheese,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,sausage,beverages,sliced cheese,rolls/buns,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,rolls/buns,soda,canned beer,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,misc. beverages,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,domestic eggs,long life bakery product,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,yogurt,uht-milk,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,frankfurter,pork,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,sausage,white bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,tropical fruit,pip fruit,soda,bottled beer,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,citrus fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
1,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
3,rolls/buns,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
10,grapes,root vegetables,other vegetables,roll products,pasta,oil,margarine,coffee,bottled water,detergent,,,,,,,,,,,,,,,,,,,,,,,True,0,10
7,root vegetables,other vegetables,whole milk,yogurt,rolls/buns,chewing gum,candles,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,tropical fruit,other vegetables,yogurt,spread cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,frankfurter,citrus fruit,tropical fruit,whole milk,butter,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,frankfurter,pip fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,sausage,other vegetables,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
10,ham,pip fruit,herbs,other vegetables,butter,rolls/buns,white bread,oil,canned fish,soda,,,,,,,,,,,,,,,,,,,,,,,True,0,10
4,whole milk,yogurt,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
9,beef,citrus fruit,pip fruit,yogurt,rolls/buns,flour,margarine,soups,bottled water,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
3,domestic eggs,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,whole milk,yogurt,beverages,mustard,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,ham,pip fruit,whole milk,rolls/buns,honey,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
9,curd,yogurt,mayonnaise,brown bread,margarine,sugar,ketchup,dish cleaner,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
2,butter milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,pork,onions,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,turkey,other vegetables,whole milk,oil,instant coffee,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,cream cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,tropical fruit,berries,root vegetables,other vegetables,yogurt,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
6,citrus fruit,other vegetables,whole milk,margarine,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,frankfurter,sausage,root vegetables,yogurt,mayonnaise,rolls/buns,brown bread,roll products,margarine,coffee,,,,,,,,,,,,,,,,,,,,,,,True,0,10
5,tropical fruit,butter,butter milk,brown bread,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,frankfurter,pip fruit,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
15,sausage,tropical fruit,whole milk,processed cheese,frozen vegetables,domestic eggs,rolls/buns,white bread,rice,soda,detergent,softener,decalcifier,napkins,shopping bags,,,,,,,,,,,,,,,,,,True,0,15
